"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"SG","James Harden",10600,"Hou@Was 07:00PM ET",52.417,"Hou"
"C","Andre Drummond",9400,"Mem@Det 07:30PM ET",46.818,"Det"
"PF","Blake Griffin",9300,"LAC@Mil 08:00PM ET",44.726,"LAC"
"PG","Kyle Lowry",8900,"SA@Tor 07:30PM ET",44.227,"Tor"
"PG","John Wall",8700,"Hou@Was 07:00PM ET",41.224,"Was"
"SF","Kawhi Leonard",8600,"SA@Tor 07:30PM ET",41.500,"SA"
"PG","Chris Paul",8400,"LAC@Mil 08:00PM ET",36.438,"LAC"
"PF","Paul Millsap",8300,"Atl@Dal 09:30PM ET",41.443,"Atl"
"SG","Eric Bledsoe",8100,"Orl@Pho 09:00PM ET",40.845,"Pho"
"PG","Isaiah Thomas",8000,"Chi@Bos 07:00PM ET",36.607,"Bos"
"PF","Derrick Favors",7900,"NY@Uta 09:00PM ET",37.118,"Uta"
"PF","Kristaps Porzingis",7800,"NY@Uta 09:00PM ET",32.682,"NY"
"C","Pau Gasol",7700,"Chi@Bos 07:00PM ET",38.167,"Chi"
"SG","Jimmy Butler",7700,"Chi@Bos 07:00PM ET",37.167,"Chi"
"SF","Carmelo Anthony",7600,"NY@Uta 09:00PM ET",36.477,"NY"
"SF","Nicolas Batum",7500,"Mia@Cha 07:00PM ET",35.600,"Cha"
"PG","Brandon Knight",7500,"Orl@Pho 09:00PM ET",38.239,"Pho"
"PF","Chris Bosh",7400,"Mia@Cha 07:00PM ET",36.289,"Mia"
"C","Marc Gasol",7300,"Mem@Det 07:30PM ET",34.321,"Mem"
"PG","Reggie Jackson",7200,"Mem@Det 07:30PM ET",35.420,"Det"
"PG","Kemba Walker",7200,"Mia@Cha 07:00PM ET",34.238,"Cha"
"C","Greg Monroe",7200,"LAC@Mil 08:00PM ET",35.886,"Mil"
"SG","Bradley Beal",7200,"Hou@Was 07:00PM ET",33.563,"Was"
"SG","Dwyane Wade",7100,"Mia@Cha 07:00PM ET",32.972,"Mia"
"C","DeAndre Jordan",7100,"LAC@Mil 08:00PM ET",35.548,"LAC"
"C","Hassan Whiteside",7100,"Mia@Cha 07:00PM ET",36.526,"Mia"
"C","Dwight Howard",7000,"Hou@Was 07:00PM ET",36.567,"Hou"
"PF","LaMarcus Aldridge",7000,"SA@Tor 07:30PM ET",31.475,"SA"
"SG","DeMar DeRozan",7000,"SA@Tor 07:30PM ET",34.148,"Tor"
"C","Nikola Vucevic",7000,"Orl@Pho 09:00PM ET",33.176,"Orl"
"SF","Gordon Hayward",7000,"NY@Uta 09:00PM ET",31.292,"Uta"
"C","Al Horford",6900,"Atl@Dal 09:30PM ET",33.909,"Atl"
"SG","Andrew Wiggins",6900,"LAL@Min 08:00PM ET",30.671,"Min"
"PF","Dirk Nowitzki",6800,"Atl@Dal 09:30PM ET",32.786,"Dal"
"PG","Jeff Teague",6800,"Atl@Dal 09:30PM ET",32.132,"Atl"
"C","Karl-Anthony Towns",6800,"LAL@Min 08:00PM ET",33.050,"Min"
"PG","Mike Conley",6700,"Mem@Det 07:30PM ET",30.798,"Mem"
"PG","Ricky Rubio",6700,"LAL@Min 08:00PM ET",32.107,"Min"
"SG","Victor Oladipo",6600,"Orl@Pho 09:00PM ET",32.472,"Orl"
"PG","Elfrid Payton",6600,"Orl@Pho 09:00PM ET",28.900,"Orl"
"SF","Giannis Antetokounmpo",6600,"LAC@Mil 08:00PM ET",31.119,"Mil"
"PG","Derrick Rose",6500,"Chi@Bos 07:00PM ET",28.328,"Chi"
"PG","Deron Williams",6400,"Atl@Dal 09:30PM ET",31.071,"Dal"
"PF","Zach Randolph",6300,"Mem@Det 07:30PM ET",27.969,"Mem"
"SG","Avery Bradley",6300,"Chi@Bos 07:00PM ET",26.947,"Bos"
"C","Jared Sullinger",6300,"Chi@Bos 07:00PM ET",29.714,"Bos"
"C","Al Jefferson",6200,"Mia@Cha 07:00PM ET",27.941,"Cha"
"SF","Tobias Harris",6200,"Orl@Pho 09:00PM ET",30.375,"Orl"
"C","Rudy Gobert",6200,"NY@Uta 09:00PM ET",31.536,"Uta"
"C","Zaza Pachulia",6100,"Atl@Dal 09:30PM ET",28.670,"Dal"
"SF","Marcus Morris",6100,"Mem@Det 07:30PM ET",27.864,"Det"
"SG","Kobe Bryant",6000,"LAL@Min 08:00PM ET",28.528,"LAL"
"PF","Julius Randle",6000,"LAL@Min 08:00PM ET",28.774,"LAL"
"C","Tim Duncan",5900,"SA@Tor 07:30PM ET",29.825,"SA"
"C","Marcin Gortat",5800,"Hou@Was 07:00PM ET",28.484,"Was"
"SF","Otto Porter",5800,"Hou@Was 07:00PM ET",25.395,"Was"
"SG","Jamal Crawford",5700,"LAC@Mil 08:00PM ET",20.845,"LAC"
"SF","Jae Crowder",5700,"Chi@Bos 07:00PM ET",25.940,"Bos"
"SF","Evan Fournier",5700,"Orl@Pho 09:00PM ET",27.213,"Orl"
"PF","Marvin Williams",5600,"Mia@Cha 07:00PM ET",25.850,"Cha"
"SG","Jordan Clarkson",5600,"LAL@Min 08:00PM ET",25.119,"LAL"
"C","Jonas Valanciunas",5600,"SA@Tor 07:30PM ET",26.714,"Tor"
"SF","Trevor Ariza",5500,"Hou@Was 07:00PM ET",26.381,"Hou"
"SF","DeMarre Carroll",5500,"SA@Tor 07:30PM ET",24.847,"Tor"
