"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"PG","Russell Westbrook",10300,"Den@OKC 07:00PM ET",65.875,"OKC"
"SG","James Harden",10000,"Hou@Mia 06:00PM ET",40.375,"Hou"
"SF","Kevin Durant",9600,"Den@OKC 07:00PM ET",49.500,"OKC"
"PG","Kyle Lowry",7900,"Mil@Tor 06:00PM ET",41.500,"Tor"
"PF","Greg Monroe",7900,"Mil@Tor 06:00PM ET",45.375,"Mil"
"C","Nikola Vucevic",7700,"Orl@Chi 07:00PM ET",36.500,"Orl"
"SG","Jimmy Butler",7700,"Orl@Chi 07:00PM ET",39.833,"Chi"
"PF","Pau Gasol",7600,"Orl@Chi 07:00PM ET",32.083,"Chi"
"SG","DeMar DeRozan",7400,"Mil@Tor 06:00PM ET",43.750,"Tor"
"SG","Victor Oladipo",7400,"Orl@Chi 07:00PM ET",51.500,"Orl"
"PF","Chris Bosh",7300,"Hou@Mia 06:00PM ET",35.375,"Mia"
"C","Dwight Howard",7000,"Hou@Mia 06:00PM ET",22.750,"Hou"
"SG","Kobe Bryant",6800,"Dal@LAL 09:30PM ET",28.750,"LAL"
"SG","Dwyane Wade",6800,"Hou@Mia 06:00PM ET",35.125,"Mia"
"PF","Nikola Mirotic",6700,"Orl@Chi 07:00PM ET",34.667,"Chi"
"PG","Elfrid Payton",6700,"Orl@Chi 07:00PM ET",33.375,"Orl"
"PG","Michael Carter-Williams",6700,"Mil@Tor 06:00PM ET",37.375,"Mil"
"PF","Kenneth Faried",6600,"Den@OKC 07:00PM ET",34.000,"Den"
"SF","Chandler Parsons",6500,"Dal@LAL 09:30PM ET",0,"Dal"
"SF","Danilo Gallinari",6500,"Den@OKC 07:00PM ET",30.250,"Den"
"C","Hassan Whiteside",6500,"Hou@Mia 06:00PM ET",25.375,"Mia"
"PF","Dirk Nowitzki",6400,"Dal@LAL 09:30PM ET",30.750,"Dal"
"PG","Derrick Rose",6300,"Orl@Chi 07:00PM ET",22.583,"Chi"
"SF","Tobias Harris",6300,"Orl@Chi 07:00PM ET",38.500,"Orl"
"PF","Serge Ibaka",6200,"Den@OKC 07:00PM ET",24.125,"OKC"
"C","Jonas Valanciunas",6200,"Mil@Tor 06:00PM ET",31.375,"Tor"
"PG","Goran Dragic",6100,"Hou@Mia 06:00PM ET",23.750,"Mia"
"PF","Terrence Jones",6100,"Hou@Mia 06:00PM ET",19.000,"Hou"
"C","Enes Kanter",6100,"Den@OKC 07:00PM ET",27.500,"OKC"
"SF","Giannis Antetokounmpo",6100,"Mil@Tor 06:00PM ET",44.750,"Mil"
"PG","Deron Williams",6000,"Dal@LAL 09:30PM ET",27.500,"Dal"
"PG","Emmanuel Mudiay",5800,"Den@OKC 07:00PM ET",30.125,"Den"
"PG","Ty Lawson",5700,"Hou@Mia 06:00PM ET",25.250,"Hou"
"SF","Trevor Ariza",5600,"Hou@Mia 06:00PM ET",18.125,"Hou"
"SF","DeMarre Carroll",5500,"Mil@Tor 06:00PM ET",33.875,"Tor"
"SF","Wilson Chandler",5500,"Den@OKC 07:00PM ET",0,"Den"
"SG","Khris Middleton",5500,"Mil@Tor 06:00PM ET",22.625,"Mil"
"C","Joakim Noah",5400,"Orl@Chi 07:00PM ET",14.667,"Chi"
"C","Roy Hibbert",5400,"Dal@LAL 09:30PM ET",30.375,"LAL"
"C","Jusuf Nurkic",5400,"Den@OKC 07:00PM ET",0,"Den"
"C","Zaza Pachulia",5300,"Dal@LAL 09:30PM ET",24.500,"Dal"
"PG","Jordan Clarkson",5300,"Dal@LAL 09:30PM ET",26.750,"LAL"
"PF","Julius Randle",5300,"Dal@LAL 09:30PM ET",18.625,"LAL"
"PG","D'Angelo Russell",5100,"Dal@LAL 09:30PM ET",14.125,"LAL"
"SG","Wesley Matthews",4900,"Dal@LAL 09:30PM ET",17.250,"Dal"
"PF","Donatas Motiejunas",4900,"Hou@Mia 06:00PM ET",0,"Hou"
"SF","Luol Deng",4700,"Hou@Mia 06:00PM ET",22.875,"Mia"
"PG","Lou Williams",4600,"Dal@LAL 09:30PM ET",25.125,"LAL"
"PF","Jabari Parker",4500,"Mil@Tor 06:00PM ET",0,"Mil"
"C","Joffrey Lauvergne",4400,"Den@OKC 07:00PM ET",21.250,"Den"
"SF","Aaron Gordon",4400,"Orl@Chi 07:00PM ET",23.500,"Orl"
"PG","Aaron Brooks",4300,"Orl@Chi 07:00PM ET",14.750,"Chi"
"SF","Corey Brewer",4300,"Hou@Mia 06:00PM ET",20.750,"Hou"
"PG","Patrick Beverley",4200,"Hou@Mia 06:00PM ET",17.250,"Hou"
"PF","Brandon Bass",4100,"Dal@LAL 09:30PM ET",10.625,"LAL"
"PG","Devin Harris",4000,"Dal@LAL 09:30PM ET",19.375,"Dal"
"PG","Mario Chalmers",4000,"Hou@Mia 06:00PM ET",16.750,"Mia"
"PF","Taj Gibson",4000,"Orl@Chi 07:00PM ET",15.667,"Chi"
"SG","O.J. Mayo",4000,"Mil@Tor 06:00PM ET",0,"Mil"
"C","Steven Adams",4000,"Den@OKC 07:00PM ET",23.125,"OKC"
"PF","Clint Capela",4000,"Hou@Mia 06:00PM ET",24.375,"Hou"
"SG","Gerald Green",3900,"Hou@Mia 06:00PM ET",14.750,"Mia"
"PF","John Henson",3900,"Mil@Tor 06:00PM ET",8.250,"Mil"
"PF","Amar'e Stoudemire",3800,"Hou@Mia 06:00PM ET",5.750,"Mia"
"SG","Nick Young",3800,"Dal@LAL 09:30PM ET",25.000,"LAL"
"SG","Dion Waiters",3800,"Den@OKC 07:00PM ET",15.125,"OKC"
"SG","Evan Fournier",3800,"Orl@Chi 07:00PM ET",24.875,"Orl"
"PG","Greivis Vasquez",3700,"Mil@Tor 06:00PM ET",21.625,"Mil"
"PF","Patrick Patterson",3700,"Mil@Tor 06:00PM ET",13.500,"Tor"
"PG","Jameer Nelson",3500,"Den@OKC 07:00PM ET",17.875,"Den"
"PF","Luis Scola",3500,"Mil@Tor 06:00PM ET",16.625,"Tor"
"PG","Randy Foye",3500,"Den@OKC 07:00PM ET",7.250,"Den"
"PG","Raymond Felton",3500,"Dal@LAL 09:30PM ET",22.375,"Dal"
"SG","Gary Harris",3400,"Den@OKC 07:00PM ET",17.500,"Den"
"SF","Justise Winslow",3400,"Hou@Mia 06:00PM ET",12.375,"Mia"
"PG","J.J. Barea",3300,"Dal@LAL 09:30PM ET",20.875,"Dal"
"SG","Terrence Ross",3300,"Mil@Tor 06:00PM ET",16.500,"Tor"
"SG","Will Barton",3300,"Den@OKC 07:00PM ET",22.750,"Den"
"PF","Montrezl Harrell",3300,"Hou@Mia 06:00PM ET",18.000,"Hou"
"C","Nikola Jokic",3300,"Den@OKC 07:00PM ET",11.625,"Den"
"PF","Darrell Arthur",3200,"Den@OKC 07:00PM ET",16.125,"Den"
"PG","Jerryd Bayless",3200,"Mil@Tor 06:00PM ET",19.750,"Mil"
"SF","Ryan Kelly",3200,"Dal@LAL 09:30PM ET",21.500,"LAL"
"SG","Tony Snell",3200,"Orl@Chi 07:00PM ET",13.750,"Chi"
"PG","Cory Joseph",3200,"Mil@Tor 06:00PM ET",9.375,"Tor"
"PG","C.J. Watson",3100,"Orl@Chi 07:00PM ET",9.375,"Orl"
"PG","D.J. Augustin",3100,"Den@OKC 07:00PM ET",21.875,"OKC"
"PF","Dwight Powell",3100,"Dal@LAL 09:30PM ET",19.500,"Dal"
"PG","Marcelo Huertas",3100,"Dal@LAL 09:30PM ET",10.250,"LAL"
"SF","Doug McDermott",3100,"Orl@Chi 07:00PM ET",11.750,"Chi"
"PF","Johnny O'Bryant",3100,"Mil@Tor 06:00PM ET",10.125,"Mil"
"C","Dewayne Dedmon",3100,"Orl@Chi 07:00PM ET",15.250,"Orl"
"SF","Justin Anderson",3100,"Dal@LAL 09:30PM ET",10.375,"Dal"
"SG","Mario Hezonja",3100,"Orl@Chi 07:00PM ET",10.875,"Orl"
"PG","Jason Terry",3000,"Hou@Mia 06:00PM ET",6.250,"Hou"
"SF","Metta World Peace",3000,"Dal@LAL 09:30PM ET",0,"LAL"
"SG","Mike Miller",3000,"Den@OKC 07:00PM ET",1.000,"Den"
"C","Nick Collison",3000,"Den@OKC 07:00PM ET",3.750,"OKC"
"PG","Kirk Hinrich",3000,"Orl@Chi 07:00PM ET",1.500,"Chi"
"PF","Channing Frye",3000,"Orl@Chi 07:00PM ET",0,"Orl"
"C","Chris Andersen",3000,"Hou@Mia 06:00PM ET",0,"Mia"
"SF","Mike Dunleavy",3000,"Orl@Chi 07:00PM ET",0,"Chi"
"SF","Steve Novak",3000,"Den@OKC 07:00PM ET",0,"OKC"
"PF","Chris Copeland",3000,"Mil@Tor 06:00PM ET",12.000,"Mil"
"PF","Udonis Haslem",3000,"Hou@Mia 06:00PM ET",14.000,"Mia"
"PF","Charlie Villanueva",3000,"Dal@LAL 09:30PM ET",12.750,"Dal"
"PF","Jason Smith",3000,"Orl@Chi 07:00PM ET",5.250,"Orl"
"SG","Anthony Morrow",3000,"Den@OKC 07:00PM ET",9.625,"OKC"
"PF","Josh McRoberts",3000,"Hou@Mia 06:00PM ET",6.125,"Mia"
"C","JaVale McGee",3000,"Dal@LAL 09:30PM ET",0,"Dal"
"SF","Jeremy Evans",3000,"Dal@LAL 09:30PM ET",12.750,"Dal"
"SF","James Johnson",3000,"Mil@Tor 06:00PM ET",1.375,"Tor"
"SG","E'Twaun Moore",3000,"Orl@Chi 07:00PM ET",10.417,"Chi"
"SF","Kyle Singler",3000,"Den@OKC 07:00PM ET",5.750,"OKC"
"SG","Marcus Thornton",3000,"Hou@Mia 06:00PM ET",0,"Hou"
"PF","J.J. Hickson",3000,"Den@OKC 07:00PM ET",0.000,"Den"
"C","Robert Sacre",3000,"Dal@LAL 09:30PM ET",4.000,"LAL"
"PF","Andrew Nicholson",3000,"Orl@Chi 07:00PM ET",0,"Orl"
"C","Miles Plumlee",3000,"Mil@Tor 06:00PM ET",3.375,"Mil"
"SG","John Jenkins",3000,"Dal@LAL 09:30PM ET",14.000,"Dal"
"PG","Erick Green",3000,"Den@OKC 07:00PM ET",0.750,"Den"
"SG","Andre Roberson",3000,"Den@OKC 07:00PM ET",5.875,"OKC"
"PF","Cameron Bairstow",3000,"Orl@Chi 07:00PM ET",0,"Chi"
"C","Tarik Black",3000,"Dal@LAL 09:30PM ET",1.250,"LAL"
"SF","Anthony Brown",3000,"Dal@LAL 09:30PM ET",5.500,"LAL"
"SF","Josh Huestis",3000,"Den@OKC 07:00PM ET",0,"OKC"
"PG","Shabazz Napier",3000,"Orl@Chi 07:00PM ET",0.000,"Orl"
"SF","Devyn Marble",3000,"Orl@Chi 07:00PM ET",0,"Orl"
"C","Salah Mejri",3000,"Dal@LAL 09:30PM ET",4.500,"Dal"
"SG","Tyler Johnson",3000,"Hou@Mia 06:00PM ET",0.000,"Mia"
"C","Bismack Biyombo",3000,"Mil@Tor 06:00PM ET",14.125,"Tor"
"SG","James Ennis",3000,"Hou@Mia 06:00PM ET",1.500,"Mia"
"PF","Larry Nance Jr.",3000,"Dal@LAL 09:30PM ET",0,"LAL"
"SG","Josh Richardson",3000,"Hou@Mia 06:00PM ET",0,"Mia"
"SF","K.J. McDaniels",3000,"Hou@Mia 06:00PM ET",2.625,"Hou"
"SG","Norman Powell",3000,"Mil@Tor 06:00PM ET",0,"Tor"
"C","Lucas Nogueira",3000,"Mil@Tor 06:00PM ET",0,"Tor"
"SF","Sam Dekker",3000,"Hou@Mia 06:00PM ET",1.625,"Hou"
"PF","Mitch McGary",3000,"Den@OKC 07:00PM ET",0,"OKC"
"SF","Anthony Bennett",3000,"Mil@Tor 06:00PM ET",4.750,"Tor"
"PG","Delon Wright",3000,"Mil@Tor 06:00PM ET",0,"Tor"
"PF","Bobby Portis",3000,"Orl@Chi 07:00PM ET",0,"Chi"
"PG","Tyler Ennis",3000,"Mil@Tor 06:00PM ET",0,"Mil"
"PG","Cameron Payne",3000,"Den@OKC 07:00PM ET",0,"OKC"
"SF","Bruno Caboclo",3000,"Mil@Tor 06:00PM ET",0,"Tor"
"SF","Damien Inglis",3000,"Mil@Tor 06:00PM ET",6.375,"Mil"
"C","Cristiano Felício",3000,"Orl@Chi 07:00PM ET",0,"Chi"
"SG","Rashad Vaughn",3000,"Mil@Tor 06:00PM ET",11.500,"Mil"
