"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"PF","Anthony Davis",10400,"NO@Por 10:00PM ET",49.868,"NO"
"C","DeMarcus Cousins",10300,"LAC@Sac 10:00PM ET",50.953,"Sac"
"SG","James Harden",10100,"Den@Hou 08:00PM ET",49.923,"Hou"
"PG","Russell Westbrook",9900,"SA@OKC 08:00PM ET",54.343,"OKC"
"SF","LeBron James",9800,"Cle@Mem 08:00PM ET",51.180,"Cle"
"SF","Kevin Durant",9800,"SA@OKC 08:00PM ET",43.481,"OKC"
"PG","Chris Paul",9400,"LAC@Sac 10:00PM ET",44.880,"LAC"
"PF","Blake Griffin",9300,"LAC@Sac 10:00PM ET",43.907,"LAC"
"PG","John Wall",9000,"Was@Orl 07:00PM ET",42.584,"Was"
"PG","Damian Lillard",8900,"NO@Por 10:00PM ET",38.609,"Por"
"SF","Carmelo Anthony",8600,"NY@Mil 08:00PM ET",39.663,"NY"
"C","Marc Gasol",8300,"Cle@Mem 08:00PM ET",38.014,"Mem"
"C","Nikola Vucevic",8200,"Was@Orl 07:00PM ET",38.804,"Orl"
"C","Andre Drummond",8200,"Uta@Det 07:30PM ET",37.274,"Det"
"PF","LaMarcus Aldridge",8100,"SA@OKC 08:00PM ET",42.434,"SA"
"PF","Pau Gasol",8000,"Chi@Bkn 07:30PM ET",41.139,"Chi"
"SF","Paul George",8000,"Ind@Tor 07:30PM ET",16.667,"Ind"
"PG","Kyle Lowry",7800,"Ind@Tor 07:30PM ET",36.811,"Tor"
"PG","Reggie Jackson",7800,"Uta@Det 07:30PM ET",30.289,"Det"
"SG","Eric Bledsoe",7800,"Dal@Pho 10:00PM ET",36.071,"Pho"
"SF","Rudy Gay",7700,"LAC@Sac 10:00PM ET",36.482,"Sac"
"SG","Jimmy Butler",7600,"Chi@Bkn 07:30PM ET",37.474,"Chi"
"PF","Kevin Love",7500,"Cle@Mem 08:00PM ET",34.908,"Cle"
"C","DeAndre Jordan",7500,"LAC@Sac 10:00PM ET",38.091,"LAC"
"SF","Gordon Hayward",7400,"Uta@Det 07:30PM ET",34.668,"Uta"
"SF","Kawhi Leonard",7400,"SA@OKC 08:00PM ET",35.637,"SA"
"PF","Chris Bosh",7300,"Cha@Mia 07:30PM ET",36.011,"Mia"
"SG","DeMar DeRozan",7300,"Ind@Tor 07:30PM ET",33.438,"Tor"
"C","Rudy Gobert",7300,"Uta@Det 07:30PM ET",28.125,"Uta"
"C","Brook Lopez",7200,"Chi@Bkn 07:30PM ET",32.324,"Bkn"
"PF","Derrick Favors",7200,"Uta@Det 07:30PM ET",33.166,"Uta"
"SG","Victor Oladipo",7200,"Was@Orl 07:00PM ET",32.424,"Orl"
"C","Dwight Howard",7100,"Den@Hou 08:00PM ET",36.720,"Hou"
"SG","Tyreke Evans",7100,"NO@Por 10:00PM ET",35.380,"NO"
"PF","Greg Monroe",7100,"NY@Mil 08:00PM ET",34.681,"Mil"
"PG","Brandon Knight",7100,"Dal@Pho 10:00PM ET",31.891,"Pho"
"SG","Monta Ellis",7000,"Ind@Tor 07:30PM ET",32.335,"Ind"
"SF","Nicolas Batum",7000,"Cha@Mia 07:30PM ET",27.536,"Cha"
"PG","Kemba Walker",7000,"Cha@Mia 07:30PM ET",33.315,"Cha"
"C","Al Jefferson",6900,"Cha@Mia 07:30PM ET",33.823,"Cha"
"PG","Elfrid Payton",6900,"Was@Orl 07:00PM ET",27.058,"Orl"
"PF","Zach Randolph",6800,"Cle@Mem 08:00PM ET",33.957,"Mem"
"PG","Michael Carter-Williams",6800,"NY@Mil 08:00PM ET",33.854,"Mil"
"C","Nerlens Noel",6800,"Phi@Bos 07:30PM ET",29.383,"Phi"
"SG","Dwyane Wade",6700,"Cha@Mia 07:30PM ET",34.770,"Mia"
"PG","Mike Conley",6700,"Cle@Mem 08:00PM ET",29.853,"Mem"
"PF","Kenneth Faried",6600,"Den@Hou 08:00PM ET",28.440,"Den"
"PG","Goran Dragic",6600,"Cha@Mia 07:30PM ET",29.397,"Mia"
"PF","Markieff Morris",6600,"Dal@Pho 10:00PM ET",29.512,"Pho"
"PG","Ricky Rubio",6600,"Min@LAL 10:30PM ET",33.534,"Min"
"PG","Kyrie Irving",6600,"Cle@Mem 08:00PM ET",36.500,"Cle"
"PF","Tim Duncan",6500,"SA@OKC 08:00PM ET",35.851,"SA"
"PG","Derrick Rose",6500,"Chi@Bkn 07:30PM ET",32.012,"Chi"
"SF","Chandler Parsons",6500,"Dal@Pho 10:00PM ET",28.369,"Dal"
"PG","Isaiah Thomas",6500,"Phi@Bos 07:30PM ET",27.665,"Bos"
"C","Hassan Whiteside",6500,"Cha@Mia 07:30PM ET",30.885,"Mia"
"SF","Tobias Harris",6500,"Was@Orl 07:00PM ET",30.882,"Orl"
"SG","Kobe Bryant",6400,"Min@LAL 10:30PM ET",40.264,"LAL"
"PF","Serge Ibaka",6400,"SA@OKC 08:00PM ET",31.387,"OKC"
"PF","Nikola Mirotic",6400,"Chi@Bkn 07:30PM ET",19.935,"Chi"
"PG","Deron Williams",6300,"Dal@Pho 10:00PM ET",29.426,"Dal"
"C","Marcin Gortat",6300,"Was@Orl 07:00PM ET",28.709,"Was"
"C","Enes Kanter",6300,"SA@OKC 08:00PM ET",29.283,"OKC"
"SF","Andrew Wiggins",6300,"Min@LAL 10:30PM ET",28.238,"Min"
"PG","Ty Lawson",6200,"Den@Hou 08:00PM ET",36.027,"Hou"
"PF","Thaddeus Young",6200,"Chi@Bkn 07:30PM ET",27.512,"Bkn"
"PF","Terrence Jones",6200,"Den@Hou 08:00PM ET",24.045,"Hou"
"C","Jonas Valanciunas",6200,"Ind@Tor 07:30PM ET",26.452,"Tor"
"C","Karl-Anthony Towns",6200,"Min@LAL 10:30PM ET",0,"Min"
"PG","Jarrett Jack",6100,"Chi@Bkn 07:30PM ET",24.238,"Bkn"
"SG","Bradley Beal",6100,"Was@Orl 07:00PM ET",29.493,"Was"
"SF","Giannis Antetokounmpo",6100,"NY@Mil 08:00PM ET",27.948,"Mil"
"C","Joakim Noah",6000,"Chi@Bkn 07:30PM ET",29.082,"Chi"
"PG","George Hill",6000,"Ind@Tor 07:30PM ET",31.808,"Ind"
"C","Tyson Chandler",5900,"Dal@Pho 10:00PM ET",29.694,"Pho"
"C","Mason Plumlee",5900,"NO@Por 10:00PM ET",19.597,"Por"
"SF","Trevor Ariza",5800,"Den@Hou 08:00PM ET",28.323,"Hou"
"PG","Rajon Rondo",5800,"LAC@Sac 10:00PM ET",29.246,"Sac"
"SF","Danilo Gallinari",5800,"Den@Hou 08:00PM ET",21.864,"Den"
"C","Jahlil Okafor",5800,"Phi@Bos 07:30PM ET",0,"Phi"
"PF","Dirk Nowitzki",5700,"Dal@Pho 10:00PM ET",30.241,"Dal"
"PF","Ersan Ilyasova",5700,"Uta@Det 07:30PM ET",20.844,"Det"
"PF","Jared Sullinger",5700,"Phi@Bos 07:30PM ET",28.891,"Bos"
"PG","D'Angelo Russell",5700,"Min@LAL 10:30PM ET",0,"LAL"
"PG","Emmanuel Mudiay",5700,"Den@Hou 08:00PM ET",0,"Den"
"SF","Wilson Chandler",5600,"Den@Hou 08:00PM ET",26.670,"Den"
"C","Gorgui Dieng",5600,"Min@LAL 10:30PM ET",28.065,"Min"
"SF","DeMarre Carroll",5500,"Ind@Tor 07:30PM ET",25.956,"Tor"
"SG","Evan Turner",5500,"Phi@Bos 07:30PM ET",25.860,"Bos"
"SF","Robert Covington",5500,"Phi@Bos 07:30PM ET",25.321,"Phi"
"PF","David Lee",5400,"Phi@Bos 07:30PM ET",16.633,"Bos"
"SG","Khris Middleton",5400,"NY@Mil 08:00PM ET",25.909,"Mil"
"PG","Trey Burke",5400,"Uta@Det 07:30PM ET",24.796,"Uta"
"C","Jusuf Nurkic",5400,"Den@Hou 08:00PM ET",19.056,"Den"
"C","Robin Lopez",5300,"NY@Mil 08:00PM ET",21.578,"NY"
"PG","Jordan Clarkson",5300,"Min@LAL 10:30PM ET",22.894,"LAL"
"SG","Kevin Martin",5200,"Min@LAL 10:30PM ET",29.679,"Min"
"C","Zaza Pachulia",5200,"Dal@Pho 10:00PM ET",22.570,"Dal"
"C","Roy Hibbert",5200,"Min@LAL 10:30PM ET",24.507,"LAL"
"SG","Eric Gordon",5200,"NO@Por 10:00PM ET",24.869,"NO"
"PF","Ed Davis",5200,"NO@Por 10:00PM ET",23.051,"Por"
"PG","Tony Wroten",5200,"Phi@Bos 07:30PM ET",30.900,"Phi"
"SF","Joe Johnson",5100,"Chi@Bkn 07:30PM ET",28.297,"Bkn"
"SG","Danny Green",5100,"SA@OKC 08:00PM ET",24.764,"SA"
"PG","Jrue Holiday",5100,"NO@Por 10:00PM ET",32.035,"NO"
"PG","Zach LaVine",5100,"Min@LAL 10:30PM ET",19.812,"Min"
"PG","Tony Parker",5000,"SA@OKC 08:00PM ET",24.267,"SA"
"SG","J.J. Redick",5000,"LAC@Sac 10:00PM ET",23.410,"LAC"
"SF","P.J. Tucker",5000,"Dal@Pho 10:00PM ET",22.885,"Pho"
"PF","Ryan Anderson",5000,"NO@Por 10:00PM ET",23.185,"NO"
"PG","Mo Williams",4900,"Cle@Mem 08:00PM ET",28.390,"Cle"
"SF","Luol Deng",4900,"Cha@Mia 07:30PM ET",25.722,"Mia"
"SG","Arron Afflalo",4900,"NY@Mil 08:00PM ET",20.370,"NY"
"SG","Alec Burks",4900,"Uta@Det 07:30PM ET",24.944,"Uta"
"SG","Avery Bradley",4900,"Phi@Bos 07:30PM ET",22.926,"Bos"
"PF","Donatas Motiejunas",4900,"Den@Hou 08:00PM ET",24.363,"Hou"
"PF","Josh Smith",4800,"LAC@Sac 10:00PM ET",29.310,"LAC"
"SG","J.R. Smith",4800,"Cle@Mem 08:00PM ET",23.844,"Cle"
"PG","Lou Williams",4800,"Min@LAL 10:30PM ET",23.548,"LAL"
"PG","Darren Collison",4800,"LAC@Sac 10:00PM ET",31.606,"Sac"
"SG","Wesley Matthews",4800,"Dal@Pho 10:00PM ET",27.700,"Dal"
"C","Omer Asik",4800,"NO@Por 10:00PM ET",22.484,"NO"
"PG","C.J. McCollum",4800,"NO@Por 10:00PM ET",12.966,"Por"
"PF","Julius Randle",4800,"Min@LAL 10:30PM ET",1.500,"LAL"
"PF","Brandon Bass",4700,"Min@LAL 10:30PM ET",19.622,"LAL"
"PF","Amir Johnson",4700,"Phi@Bos 07:30PM ET",21.544,"Bos"
"PG","Jeremy Lin",4700,"Cha@Mia 07:30PM ET",23.885,"Cha"
"SG","Kentavious Caldwell-Pope",4700,"Uta@Det 07:30PM ET",21.668,"Det"
"PG","Marcus Smart",4700,"Phi@Bos 07:30PM ET",19.870,"Bos"
"SF","Stanley Johnson",4700,"Uta@Det 07:30PM ET",0,"Det"
"SF","Jeff Green",4600,"Cle@Mem 08:00PM ET",24.208,"Mem"
"C","Jordan Hill",4600,"Ind@Tor 07:30PM ET",26.343,"Ind"
"SF","Al-Farouq Aminu",4600,"NO@Por 10:00PM ET",16.905,"Por"
"C","Timofey Mozgov",4600,"Cle@Mem 08:00PM ET",23.042,"Cle"
"PF","Tristan Thompson",4600,"Cle@Mem 08:00PM ET",22.370,"Cle"
"SF","Otto Porter",4600,"Was@Orl 07:00PM ET",14.497,"Was"
"PF","Jabari Parker",4600,"NY@Mil 08:00PM ET",23.880,"Mil"
"SF","Marcus Morris",4500,"Uta@Det 07:30PM ET",21.120,"Det"
"C","Meyers Leonard",4500,"NO@Por 10:00PM ET",14.079,"Por"
"SG","Ben McLemore",4500,"LAC@Sac 10:00PM ET",20.735,"Sac"
"SG","Jamal Crawford",4400,"LAC@Sac 10:00PM ET",23.718,"LAC"
"PG","Aaron Brooks",4400,"Chi@Bkn 07:30PM ET",18.883,"Chi"
"SF","Corey Brewer",4400,"Den@Hou 08:00PM ET",21.572,"Hou"
"PF","Aaron Gordon",4400,"Was@Orl 07:00PM ET",12.314,"Orl"
"C","Myles Turner",4400,"Ind@Tor 07:30PM ET",0,"Ind"
"PF","Nene Hilario",4300,"Was@Orl 07:00PM ET",21.724,"Was"
"SG","Gerald Henderson",4300,"NO@Por 10:00PM ET",21.697,"Por"
"PG","Patrick Beverley",4300,"Den@Hou 08:00PM ET",23.844,"Hou"
"PF","Patrick Patterson",4300,"Ind@Tor 07:30PM ET",20.397,"Tor"
"SF","Jae Crowder",4300,"Phi@Bos 07:30PM ET",16.608,"Bos"
"PF","Cody Zeller",4300,"Cha@Mia 07:30PM ET",19.565,"Cha"
"PG","Devin Harris",4200,"Dal@Pho 10:00PM ET",17.753,"Dal"
"SF","Tony Allen",4200,"Cle@Mem 08:00PM ET",20.801,"Mem"
"PG","José Calderón",4200,"NY@Mil 08:00PM ET",21.214,"NY"
"PG","Isaiah Canaan",4200,"Phi@Bos 07:30PM ET",16.303,"Phi"
"SG","Dion Waiters",4200,"SA@OKC 08:00PM ET",20.350,"OKC"
"PF","Kristaps Porzingis",4200,"NY@Mil 08:00PM ET",0,"NY"
"PF","David West",4100,"SA@OKC 08:00PM ET",27.413,"SA"
"SF","Matt Barnes",4100,"Cle@Mem 08:00PM ET",20.681,"Mem"
"PG","Randy Foye",4100,"Den@Hou 08:00PM ET",16.535,"Den"
"SG","Courtney Lee",4100,"Cle@Mem 08:00PM ET",18.722,"Mem"
"PG","Mario Chalmers",4100,"Cha@Mia 07:30PM ET",21.888,"Mia"
"PG","Brandon Jennings",4100,"Uta@Det 07:30PM ET",30.890,"Det"
"SF","Omri Casspi",4100,"LAC@Sac 10:00PM ET",16.806,"Sac"
"SF","Bojan Bogdanovic",4100,"Chi@Bkn 07:30PM ET",15.238,"Bkn"
"SG","Rodney Stuckey",4000,"Ind@Tor 07:30PM ET",23.070,"Ind"
"C","Andrea Bargnani",4000,"Chi@Bkn 07:30PM ET",24.319,"Bkn"
"SG","O.J. Mayo",4000,"NY@Mil 08:00PM ET",20.666,"Mil"
"C","Kosta Koufos",4000,"LAC@Sac 10:00PM ET",13.780,"Sac"
"SG","Langston Galloway",4000,"NY@Mil 08:00PM ET",24.978,"NY"
"SF","T.J. Warren",4000,"Dal@Pho 10:00PM ET",10.794,"Pho"
"SG","Manu Ginóbili",3900,"SA@OKC 08:00PM ET",22.575,"SA"
"PF","Kris Humphries",3900,"Was@Orl 07:00PM ET",18.765,"Was"
"PF","Taj Gibson",3900,"Chi@Bkn 07:30PM ET",22.338,"Chi"
"PF","John Henson",3900,"NY@Mil 08:00PM ET",18.890,"Mil"
"SG","Jeremy Lamb",3900,"Cha@Mia 07:30PM ET",11.824,"Cha"
"SF","Rodney Hood",3900,"Uta@Det 07:30PM ET",15.925,"Uta"
"C","Alex Len",3900,"Dal@Pho 10:00PM ET",18.899,"Pho"
"SG","Evan Fournier",3900,"Was@Orl 07:00PM ET",19.909,"Orl"
"C","Steven Adams",3900,"SA@OKC 08:00PM ET",21.475,"OKC"
"SF","Paul Pierce",3800,"LAC@Sac 10:00PM ET",22.373,"LAC"
"PF","Amar'e Stoudemire",3800,"Cha@Mia 07:30PM ET",20.746,"Mia"
"SG","Nick Young",3800,"Min@LAL 10:30PM ET",19.810,"LAL"
"C","Ian Mahinmi",3800,"Ind@Tor 07:30PM ET",14.508,"Ind"
"PF","Brandan Wright",3800,"Cle@Mem 08:00PM ET",17.097,"Mem"
"SG","Iman Shumpert",3800,"Cle@Mem 08:00PM ET",19.451,"Cle"
"PG","Jerian Grant",3800,"NY@Mil 08:00PM ET",0,"NY"
"C","Frank Kaminsky",3800,"Cha@Mia 07:30PM ET",0,"Cha"
"SF","Jerami Grant",3800,"Phi@Bos 07:30PM ET",15.000,"Phi"
"SG","Marco Belinelli",3700,"LAC@Sac 10:00PM ET",15.804,"Sac"
"PF","Kyle O'Quinn",3700,"NY@Mil 08:00PM ET",14.789,"NY"
"PF","Thomas Robinson",3700,"Chi@Bkn 07:30PM ET",15.125,"Bkn"
"SG","Hollis Thompson",3700,"Phi@Bos 07:30PM ET",16.782,"Phi"
"PF","Nemanja Bjelica",3700,"Min@LAL 10:30PM ET",0,"Min"
"SF","Shabazz Muhammad",3700,"Min@LAL 10:30PM ET",20.885,"Min"
"SF","Jared Dudley",3600,"Was@Orl 07:00PM ET",16.093,"Was"
"SG","Gerald Green",3600,"Cha@Mia 07:30PM ET",18.615,"Mia"
"PG","Greivis Vasquez",3600,"NY@Mil 08:00PM ET",19.515,"Mil"
"PG","Norris Cole",3600,"NO@Por 10:00PM ET",16.835,"NO"
"C","Nikola Pekovic",3600,"Min@LAL 10:30PM ET",25.048,"Min"
"SG","Terrence Ross",3600,"Ind@Tor 07:30PM ET",17.093,"Tor"
"SF","Justise Winslow",3600,"Cha@Mia 07:30PM ET",0,"Mia"
"PG","Jameer Nelson",3500,"Den@Hou 08:00PM ET",18.746,"Den"
"PF","Luis Scola",3500,"Ind@Tor 07:30PM ET",20.704,"Tor"
"SG","C.J. Miles",3500,"Ind@Tor 07:30PM ET",21.943,"Ind"
"C","Alexis Ajinca",3500,"NO@Por 10:00PM ET",14.606,"NO"
"C","Kelly Olynyk",3500,"Phi@Bos 07:30PM ET",20.956,"Bos"
"PG","Cory Joseph",3500,"Ind@Tor 07:30PM ET",14.111,"Tor"
"SF","Mirza Teletovic",3500,"Dal@Pho 10:00PM ET",16.814,"Pho"
"PG","J.J. Barea",3400,"Dal@Pho 10:00PM ET",16.476,"Dal"
"PG","Beno Udrih",3400,"Cle@Mem 08:00PM ET",14.975,"Mem"
"C","Anderson Varejao",3400,"Cle@Mem 08:00PM ET",22.135,"Cle"
"PF","Trevor Booker",3400,"Uta@Det 07:30PM ET",16.845,"Uta"
"SG","Nik Stauskas",3400,"Phi@Bos 07:30PM ET",8.322,"Phi"
"SG","Archie Goodwin",3400,"Dal@Pho 10:00PM ET",10.131,"Pho"
"PF","Kevin Garnett",3300,"Min@LAL 10:30PM ET",19.484,"Min"
"SF","Mike Dunleavy",3300,"Chi@Bkn 07:30PM ET",19.907,"Chi"
"SF","James Johnson",3300,"Ind@Tor 07:30PM ET",17.260,"Tor"
"PF","Dwight Powell",3300,"Dal@Pho 10:00PM ET",6.282,"Dal"
"SF","Justin Anderson",3300,"Dal@Pho 10:00PM ET",0,"Dal"
"PF","Noah Vonleh",3300,"NO@Por 10:00PM ET",8.840,"Por"
"C","Samuel Dalembert",3200,"Dal@Pho 10:00PM ET",14.797,"Dal"
"PG","Patty Mills",3200,"SA@OKC 08:00PM ET",13.190,"SA"
"C","Willie Cauley-Stein",3200,"LAC@Sac 10:00PM ET",0,"Sac"
"PF","Marvin Williams",3100,"Cha@Mia 07:30PM ET",18.442,"Cha"
"PG","D.J. Augustin",3100,"SA@OKC 08:00PM ET",19.351,"OKC"
"C","Bismack Biyombo",3100,"Ind@Tor 07:30PM ET",16.465,"Tor"
"SF","P.J. Hairston",3100,"Cha@Mia 07:30PM ET",10.744,"Cha"
"C","Nikola Jokic",3100,"Den@Hou 08:00PM ET",0,"Den"
"SG","Vince Carter",3000,"Cle@Mem 08:00PM ET",12.442,"Mem"
"PG","Andre Miller",3000,"Min@LAL 10:30PM ET",12.361,"Min"
"PG","Jason Terry",3000,"Den@Hou 08:00PM ET",15.136,"Hou"
"SF","Metta World Peace",3000,"Min@LAL 10:30PM ET",0,"LAL"
"SG","Mike Miller",3000,"Den@Hou 08:00PM ET",5.881,"Den"
"SF","Richard Jefferson",3000,"Cle@Mem 08:00PM ET",11.170,"Cle"
"SG","Dahntay Jones",3000,"Chi@Bkn 07:30PM ET",1.193,"Bkn"
"PF","Matt Bonner",3000,"SA@OKC 08:00PM ET",7.054,"SA"
